Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2021-03-14/2021-03-20,2021-03-14/2021-03-20,2021-03-14/2021-03-20,,45,,http://reference.data.gov.uk/id/gregorian-interval/2021-03-14/2021-03-20
2021-03-21/2021-03-27,2021-03-21/2021-03-27,2021-03-21/2021-03-27,,46,,http://reference.data.gov.uk/id/gregorian-interval/2021-03-21/2021-03-27
2021-03-28/2021-04-03,2021-03-28/2021-04-03,2021-03-28/2021-04-03,,47,,http://reference.data.gov.uk/id/gregorian-interval/2021-03-28/2021-04-03
2021-04-04/2021-04-10,2021-04-04/2021-04-10,2021-04-04/2021-04-10,,48,,http://reference.data.gov.uk/id/gregorian-interval/2021-04-04/2021-04-10
2021-04-10/2021-04-16,2021-04-10/2021-04-16,2021-04-10/2021-04-16,,49,,http://reference.data.gov.uk/id/gregorian-interval/2021-04-10/2021-04-16
2021-04-18/2021-04-24,2021-04-18/2021-04-24,2021-04-18/2021-04-24,,50,,http://reference.data.gov.uk/id/gregorian-interval/2021-04-18/2021-04-24
2021-04-26/2021-05-02,2021-04-26/2021-05-02,2021-04-26/2021-05-02,,51,,http://reference.data.gov.uk/id/gregorian-interval/2021-04-26/2021-05-02
2021-05-02/2021-05-08,2021-05-02/2021-05-08,2021-05-02/2021-05-08,,52,,http://reference.data.gov.uk/id/gregorian-interval/2021-05-02/2021-05-08
2021-05-09/2021-05-15,2021-05-09/2021-05-15,2021-05-09/2021-05-15,,53,,http://reference.data.gov.uk/id/gregorian-interval/2021-05-09/2021-05-15
2021-05-16/2021-05-22,2021-05-16/2021-05-22,2021-05-16/2021-05-22,,54,,http://reference.data.gov.uk/id/gregorian-interval/2021-05-16/2021-05-22
2021-05-23/2021-05-29,2021-05-23/2021-05-29,2021-05-23/2021-05-29,,55,,http://reference.data.gov.uk/id/gregorian-interval/2021-05-23/2021-05-29
2021-05-30/2021-06-05,2021-05-30/2021-06-05,2021-05-30/2021-06-05,,56,,http://reference.data.gov.uk/id/gregorian-interval/2021-05-30/2021-06-05
2021-06-06/2021-06-12,2021-06-06/2021-06-12,2021-06-06/2021-06-12,,57,,http://reference.data.gov.uk/id/gregorian-interval/2021-06-06/2021-06-12
2021-06-13/2021-06-19,2021-06-13/2021-06-19,2021-06-13/2021-06-19,,58,,http://reference.data.gov.uk/id/gregorian-interval/2021-06-13/2021-06-19
2021-06-20/2021-06-26,2021-06-20/2021-06-26,2021-06-20/2021-06-26,,59,,http://reference.data.gov.uk/id/gregorian-interval/2021-06-20/2021-06-26
2021-06-27/2021-07-03,2021-06-27/2021-07-03,2021-06-27/2021-07-03,,60,,http://reference.data.gov.uk/id/gregorian-interval/2021-06-27/2021-07-03
2021-07-04/2021-07-10,2021-07-04/2021-07-10,2021-07-04/2021-07-10,,61,,http://reference.data.gov.uk/id/gregorian-interval/2021-07-04/2021-07-10
2021-07-11/2021-07-17,2021-07-11/2021-07-17,2021-07-11/2021-07-17,,62,,http://reference.data.gov.uk/id/gregorian-interval/2021-07-11/2021-07-17
2021-07-18/2021-07-24,2021-07-18/2021-07-24,2021-07-18/2021-07-24,,63,,http://reference.data.gov.uk/id/gregorian-interval/2021-07-18/2021-07-24
2021-07-25/2021-07-31,2021-07-25/2021-07-31,2021-07-25/2021-07-31,,64,,http://reference.data.gov.uk/id/gregorian-interval/2021-07-25/2021-07-31
2021-07-31/2021-08-06,2021-07-31/2021-08-06,2021-07-31/2021-08-06,,65,,http://reference.data.gov.uk/id/gregorian-interval/2021-07-31/2021-08-06
2021-08-08/2021-08-14,2021-08-08/2021-08-14,2021-08-08/2021-08-14,,66,,http://reference.data.gov.uk/id/gregorian-interval/2021-08-08/2021-08-14
2021-08-14/2021-08-20,2021-08-14/2021-08-20,2021-08-14/2021-08-20,,67,,http://reference.data.gov.uk/id/gregorian-interval/2021-08-14/2021-08-20
2021-08-21/2021-08-27,2021-08-21/2021-08-27,2021-08-21/2021-08-27,,68,,http://reference.data.gov.uk/id/gregorian-interval/2021-08-21/2021-08-27
2021-08-28/2021-09-03,2021-08-28/2021-09-03,2021-08-28/2021-09-03,,69,,http://reference.data.gov.uk/id/gregorian-interval/2021-08-28/2021-09-03
2021-09-05/2021-09-11,2021-09-05/2021-09-11,2021-09-05/2021-09-11,,70,,http://reference.data.gov.uk/id/gregorian-interval/2021-09-05/2021-09-11
2021-09-12/2021-09-18,2021-09-12/2021-09-18,2021-09-12/2021-09-18,,71,,http://reference.data.gov.uk/id/gregorian-interval/2021-09-12/2021-09-18
2021-09-19/2021-09-25,2021-09-19/2021-09-25,2021-09-19/2021-09-25,,72,,http://reference.data.gov.uk/id/gregorian-interval/2021-09-19/2021-09-25
2021-09-26/2021-10-02,2021-09-26/2021-10-02,2021-09-26/2021-10-02,,73,,http://reference.data.gov.uk/id/gregorian-interval/2021-09-26/2021-10-02
2021-10-03/2021-10-09,2021-10-03/2021-10-09,2021-10-03/2021-10-09,,74,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-03/2021-10-09
2021-10-10/2021-10-16,2021-10-10/2021-10-16,2021-10-10/2021-10-16,,75,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-10/2021-10-16
2021-10-16/2021-10-22,2021-10-16/2021-10-22,2021-10-16/2021-10-22,,76,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-16/2021-10-22
2021-10-24/2021-10-30,2021-10-24/2021-10-30,2021-10-24/2021-10-30,,77,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-24/2021-10-30
2021-10-31/2021-11-06,2021-10-31/2021-11-06,2021-10-31/2021-11-06,,78,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-31/2021-11-06
2021-11-07/2021-11-13,2021-11-07/2021-11-13,2021-11-07/2021-11-13,,79,,http://reference.data.gov.uk/id/gregorian-interval/2021-11-07/2021-11-13
2021-11-14/2021-11-20,2021-11-14/2021-11-20,2021-11-14/2021-11-20,,80,,http://reference.data.gov.uk/id/gregorian-interval/2021-11-14/2021-11-20
2021-11-21/2021-11-27,2021-11-21/2021-11-27,2021-11-21/2021-11-27,,81,,http://reference.data.gov.uk/id/gregorian-interval/2021-11-21/2021-11-27
2021-11-25/2021-12-01,2021-11-25/2021-12-01,2021-11-25/2021-12-01,,82,,http://reference.data.gov.uk/id/gregorian-interval/2021-11-25/2021-12-01
2021-12-05/2021-12-11,2021-12-05/2021-12-11,2021-12-05/2021-12-11,,83,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-05/2021-12-11
2021-12-10/2021-12-16,2021-12-10/2021-12-16,2021-12-10/2021-12-16,,84,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-10/2021-12-16
2021-12-13/2021-12-19,2021-12-13/2021-12-19,2021-12-13/2021-12-19,,85,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-13/2021-12-19
2021-12-17/2021-12-23,2021-12-17/2021-12-23,2021-12-17/2021-12-23,,86,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-17/2021-12-23
2021-12-25/2021-12-31,2021-12-25/2021-12-31,2021-12-25/2021-12-31,,87,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-25/2021-12-31
2021-12-31/2022-01-06,2021-12-31/2022-01-06,2021-12-31/2022-01-06,,88,,http://reference.data.gov.uk/id/gregorian-interval/2021-12-31/2022-01-06
2022-01-09/2022-01-15,2022-01-09/2022-01-15,2022-01-09/2022-01-15,,89,,http://reference.data.gov.uk/id/gregorian-interval/2022-01-09/2022-01-15
2022-01-16/2022-01-22,2022-01-16/2022-01-22,2022-01-16/2022-01-22,,90,,http://reference.data.gov.uk/id/gregorian-interval/2022-01-16/2022-01-22
2022-01-23/2022-01-29,2022-01-23/2022-01-29,2022-01-23/2022-01-29,,91,,http://reference.data.gov.uk/id/gregorian-interval/2022-01-23/2022-01-29
2022-01-30/2022-02-05,2022-01-30/2022-02-05,2022-01-30/2022-02-05,,92,,http://reference.data.gov.uk/id/gregorian-interval/2022-01-30/2022-02-05
2022-02-06/2022-02-12,2022-02-06/2022-02-12,2022-02-06/2022-02-12,,93,,http://reference.data.gov.uk/id/gregorian-interval/2022-02-06/2022-02-12
2022-02-13/2022-02-19,2022-02-13/2022-02-19,2022-02-13/2022-02-19,,94,,http://reference.data.gov.uk/id/gregorian-interval/2022-02-13/2022-02-19
2022-02-20/2022-02-26,2022-02-20/2022-02-26,2022-02-20/2022-02-26,,95,,http://reference.data.gov.uk/id/gregorian-interval/2022-02-20/2022-02-26
2022-02-27/2022-03-05,2022-02-27/2022-03-05,2022-02-27/2022-03-05,,96,,http://reference.data.gov.uk/id/gregorian-interval/2022-02-27/2022-03-05
2022-03-06/2022-03-12,2022-03-06/2022-03-12,2022-03-06/2022-03-12,,97,,http://reference.data.gov.uk/id/gregorian-interval/2022-03-06/2022-03-12
2022-03-13/2022-03-19,2022-03-13/2022-03-19,2022-03-13/2022-03-19,,98,,http://reference.data.gov.uk/id/gregorian-interval/2022-03-13/2022-03-19
2022-03-20/2022-03-26,2022-03-20/2022-03-26,2022-03-20/2022-03-26,,99,,http://reference.data.gov.uk/id/gregorian-interval/2022-03-20/2022-03-26
2022-03-27/2022-04-02,2022-03-27/2022-04-02,2022-03-27/2022-04-02,,100,,http://reference.data.gov.uk/id/gregorian-interval/2022-03-27/2022-04-02
2022-04-03/2022-04-09,2022-04-03/2022-04-09,2022-04-03/2022-04-09,,101,,http://reference.data.gov.uk/id/gregorian-interval/2022-04-03/2022-04-09
2022-04-10/2022-04-16,2022-04-10/2022-04-16,2022-04-10/2022-04-16,,102,,http://reference.data.gov.uk/id/gregorian-interval/2022-04-10/2022-04-16
2022-04-17/2022-04-23,2022-04-17/2022-04-23,2022-04-17/2022-04-23,,103,,http://reference.data.gov.uk/id/gregorian-interval/2022-04-17/2022-04-23
2022-04-24/2022-04-30,2022-04-24/2022-04-30,2022-04-24/2022-04-30,,104,,http://reference.data.gov.uk/id/gregorian-interval/2022-04-24/2022-04-30
2022-05-01/2022-05-07,2022-05-01/2022-05-07,2022-05-01/2022-05-07,,105,,http://reference.data.gov.uk/id/gregorian-interval/2022-05-01/2022-05-07
2022-05-07/2022-05-13,2022-05-07/2022-05-13,2022-05-07/2022-05-13,,106,,http://reference.data.gov.uk/id/gregorian-interval/2022-05-07/2022-05-13
2022-05-15/2022-05-21,2022-05-15/2022-05-21,2022-05-15/2022-05-21,,107,,http://reference.data.gov.uk/id/gregorian-interval/2022-05-15/2022-05-21
2022-05-21/2022-05-27,2022-05-21/2022-05-27,2022-05-21/2022-05-27,,108,,http://reference.data.gov.uk/id/gregorian-interval/2022-05-21/2022-05-27
2022-05-27/2022-06-02,2022-05-27/2022-06-02,2022-05-27/2022-06-02,,109,,http://reference.data.gov.uk/id/gregorian-interval/2022-05-27/2022-06-02
2022-06-05/2022-06-11,2022-06-05/2022-06-11,2022-06-05/2022-06-11,,110,,http://reference.data.gov.uk/id/gregorian-interval/2022-06-05/2022-06-11
2022-06-12/2022-06-18,2022-06-12/2022-06-18,2022-06-12/2022-06-18,,111,,http://reference.data.gov.uk/id/gregorian-interval/2022-06-12/2022-06-18
2022-06-18/2022-06-24,2022-06-18/2022-06-24,2022-06-18/2022-06-24,,112,,http://reference.data.gov.uk/id/gregorian-interval/2022-06-18/2022-06-24
2022-06-23/2022-06-29,2022-06-23/2022-06-29,2022-06-23/2022-06-29,,113,,http://reference.data.gov.uk/id/gregorian-interval/2022-06-23/2022-06-29
2022-06-30/2022-07-06,2022-06-30/2022-07-06,2022-06-30/2022-07-06,,114,,http://reference.data.gov.uk/id/gregorian-interval/2022-06-30/2022-07-06
2022-07-07/2022-07-13,2022-07-07/2022-07-13,2022-07-07/2022-07-13,,115,,http://reference.data.gov.uk/id/gregorian-interval/2022-07-07/2022-07-13
2022-07-14/2022-07-20,2022-07-14/2022-07-20,2022-07-14/2022-07-20,,116,,http://reference.data.gov.uk/id/gregorian-interval/2022-07-14/2022-07-20
2022-07-20/2022-07-26,2022-07-20/2022-07-26,2022-07-20/2022-07-26,,117,,http://reference.data.gov.uk/id/gregorian-interval/2022-07-20/2022-07-26
2022-07-31/2022-08-06,2022-07-31/2022-08-06,2022-07-31/2022-08-06,,118,,http://reference.data.gov.uk/id/gregorian-interval/2022-07-31/2022-08-06
2022-08-10/2022-08-16,2022-08-10/2022-08-16,2022-08-10/2022-08-16,,119,,http://reference.data.gov.uk/id/gregorian-interval/2022-08-10/2022-08-16
2022-08-17/2022-08-23,2022-08-17/2022-08-23,2022-08-17/2022-08-23,,120,,http://reference.data.gov.uk/id/gregorian-interval/2022-08-17/2022-08-23
2022-08-22/2022-08-28,2022-08-22/2022-08-28,2022-08-22/2022-08-28,,121,,http://reference.data.gov.uk/id/gregorian-interval/2022-08-22/2022-08-28
2022-08-30/2022-09-05,2022-08-30/2022-09-05,2022-08-30/2022-09-05,,122,,http://reference.data.gov.uk/id/gregorian-interval/2022-08-30/2022-09-05
2022-09-08/2022-09-14,2022-09-08/2022-09-14,2022-09-08/2022-09-14,,123,,http://reference.data.gov.uk/id/gregorian-interval/2022-09-08/2022-09-14
2022-09-11/2022-09-17,2022-09-11/2022-09-17,2022-09-11/2022-09-17,,124,,http://reference.data.gov.uk/id/gregorian-interval/2022-09-11/2022-09-17
2022-09-18/2022-09-24,2022-09-18/2022-09-24,2022-09-18/2022-09-24,,125,,http://reference.data.gov.uk/id/gregorian-interval/2022-09-18/2022-09-24
2022-09-27/2022-10-03,2022-09-27/2022-10-03,2022-09-27/2022-10-03,,126,,http://reference.data.gov.uk/id/gregorian-interval/2022-09-27/2022-10-03
2022-10-04/2022-10-10,2022-10-04/2022-10-10,2022-10-04/2022-10-10,,127,,http://reference.data.gov.uk/id/gregorian-interval/2022-10-04/2022-10-10
2022-10-11/2022-10-17,2022-10-11/2022-10-17,2022-10-11/2022-10-17,,128,,http://reference.data.gov.uk/id/gregorian-interval/2022-10-11/2022-10-17
2022-10-18/2022-10-24,2022-10-18/2022-10-24,2022-10-18/2022-10-24,,129,,http://reference.data.gov.uk/id/gregorian-interval/2022-10-18/2022-10-24
2022-10-26/2022-11-01,2022-10-26/2022-11-01,2022-10-26/2022-11-01,,130,,http://reference.data.gov.uk/id/gregorian-interval/2022-10-26/2022-11-01
2022-11-02/2022-11-08,2022-11-02/2022-11-08,2022-11-02/2022-11-08,,131,,http://reference.data.gov.uk/id/gregorian-interval/2022-11-02/2022-11-08
2022-11-09/2022-11-15,2022-11-09/2022-11-15,2022-11-09/2022-11-15,,132,,http://reference.data.gov.uk/id/gregorian-interval/2022-11-09/2022-11-15
2022-11-15/2022-11-21,2022-11-15/2022-11-21,2022-11-15/2022-11-21,,133,,http://reference.data.gov.uk/id/gregorian-interval/2022-11-15/2022-11-21
2022-11-20/2022-11-26,2022-11-20/2022-11-26,2022-11-20/2022-11-26,,134,,http://reference.data.gov.uk/id/gregorian-interval/2022-11-20/2022-11-26
2022-11-29/2022-12-05,2022-11-29/2022-12-05,2022-11-29/2022-12-05,,135,,http://reference.data.gov.uk/id/gregorian-interval/2022-11-29/2022-12-05
2022-12-03/2022-12-09,2022-12-03/2022-12-09,2022-12-03/2022-12-09,,136,,http://reference.data.gov.uk/id/gregorian-interval/2022-12-03/2022-12-09
2022-12-22/2022-12-28,2022-12-22/2022-12-28,2022-12-22/2022-12-28,,137,,http://reference.data.gov.uk/id/gregorian-interval/2022-12-22/2022-12-28
2022-12-28/2023-01-03,2022-12-28/2023-01-03,2022-12-28/2023-01-03,,138,,http://reference.data.gov.uk/id/gregorian-interval/2022-12-28/2023-01-03
